"Publisher","ISSN","eISSN","JIF","Publication Year"
"ELSEVIER","0168-1605","1879-3460",5.911,2021
"ELSEVIER","0048-7333","1873-7625",9.473,2021
"TAYLOR & FRANCIS LTD","0020-7543","1366-588X",9.018,2021
"TAYLOR & FRANCIS LTD","0020-7543","1366-588X",9.018,2021
"TAYLOR & FRANCIS LTD","0020-7543","1366-588X",9.018,2021
"OXFORD UNIV PRESS INC","0148-396X","1524-4040",5.315,2021
"OXFORD UNIV PRESS INC","0148-396X","1524-4040",5.315,2021
"MOSBY-ELSEVIER","0741-5214","1097-6809",4.86,2021
"MOSBY-ELSEVIER","0741-5214","1097-6809",4.86,2021
"WILEY","1369-7412","1467-9868",4.933,2021
"ELSEVIER","0022-3093","1873-4812",4.458,2021
"ELSEVIER","0022-3093","1873-4812",4.458,2021
"SPRINGER","0957-4522","1573-482X",2.779,2021
"SPRINGER","0957-4522","1573-482X",2.779,2021
"SPRINGER","0957-4522","1573-482X",2.779,2021
"SPRINGER","0957-4522","1573-482X",2.779,2021
"AMER CHEMICAL SOC","0163-3864","1520-6025",4.803,2021
"AMER CHEMICAL SOC","0163-3864","1520-6025",4.803,2021
"AMER CHEMICAL SOC","0163-3864","1520-6025",4.803,2021
"AIP Publishing","1070-664X","1089-7674",2.357,2021
"SAGE PUBLICATIONS INC","0022-2429","1547-7185",15.36,2021
"WILEY","0094-2405","2473-4209",4.506,2021
"NATURE PORTFOLIO","1545-9993","1545-9985",18.361,2021
"NATURE PORTFOLIO","1545-9993","1545-9985",18.361,2021
"NATURE PORTFOLIO","1545-9993","1545-9985",18.361,2021
"AMER SOC CELL BIOLOGY","1059-1524","1939-4586",3.612,2021
"IOP Publishing Ltd","0067-0049","1538-4365",9.2,2021
"UNIV CHICAGO PRESS","0022-3808","1537-534X",9.637,2021
"LIPPINCOTT WILLIAMS & WILKINS","0003-3022","1528-1175",9.198,2021
"PERGAMON-ELSEVIER SCIENCE LTD","0968-0896","1464-3391",3.461,2021
"PERGAMON-ELSEVIER SCIENCE LTD","0968-0896","1464-3391",3.461,2021
"PERGAMON-ELSEVIER SCIENCE LTD","0968-0896","1464-3391",3.461,2021
"ELSEVIER","0012-8252","1872-6828",12.038,2021
"WILEY","0014-3820","1558-5646",4.171,2021
"WILEY","0014-3820","1558-5646",4.171,2021
"WILEY","0014-3820","1558-5646",4.171,2021
"ELSEVIER","0140-9883","1873-6181",9.252,2021
"ELSEVIER SCI LTD","0958-9465","1873-393X",9.93,2021
"ELSEVIER SCI LTD","0958-9465","1873-393X",9.93,2021
"WILEY","0140-7791","1365-3040",7.947,2021
"","","",NA,2021
"","","",NA,2021
"","","",NA,2021
"NATURE PORTFOLIO","0028-0836","1476-4687",64.8,2022
"PUBLIC LIBRARY SCIENCE","1932-6203","1932-6203",3.7,2022
"AMER ASSOC ADVANCEMENT SCIENCE","0036-8075","1095-9203",56.9,2022
"NATL ACAD SCIENCES","0027-8424","1091-6490",11.1,2022
"NATURE PORTFOLIO","2045-2322","2045-2322",4.6,2022
"NATURE PORTFOLIO","N/A","2041-1723",16.6,2022
"AMER CHEMICAL SOC","0002-7863","1520-5126",15,2022
"AMER PHYSICAL SOC","0031-9007","1079-7114",8.6,2022
"WILEY-V C H VERLAG GMBH","1433-7851","1521-3773",16.6,2022
"MASSACHUSETTS MEDICAL SOC","0028-4793","1533-4406",158.5,2022
"AMER PHYSICAL SOC","2469-9950","2469-9969",3.7,2022
"AMER PHYSICAL SOC","2469-9950","2469-9969",3.7,2022
"AMER PHYSICAL SOC","2469-9950","2469-9969",3.7,2022
"ELSEVIER","0048-9697","1879-1026",9.8,2022
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",29.4,2022
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",29.4,2022
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",29.4,2022
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",29.4,2022
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",29.4,2022
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",29.4,2022
"ELSEVIER SCIENCE INC","0140-6736","1474-547X",168.9,2022
"AMER CHEMICAL SOC","1944-8244","1944-8252",9.5,2022
"AMER CHEMICAL SOC","1944-8244","1944-8252",9.5,2022
"CELL PRESS","0092-8674","1097-4172",64.5,2022
"CELL PRESS","0092-8674","1097-4172",64.5,2022
"ELSEVIER","N/A","1083-351X",4.8,2022
"ELSEVIER SCIENCE SA","1385-8947","1873-3212",15.1,2022
"ELSEVIER SCIENCE SA","1385-8947","1873-3212",15.1,2022
"ELSEVIER SCI LTD","0959-6526","1879-1786",11.1,2022
"ELSEVIER SCI LTD","0959-6526","1879-1786",11.1,2022
"ELSEVIER SCI LTD","0959-6526","1879-1786",11.1,2022
"IOP Publishing Ltd","0004-637X","1538-4357",4.9,2022
"OXFORD UNIV PRESS","0305-1048","1362-4962",14.9,2022
"MDPI","1661-6596","1422-0067",5.6,2022
"MDPI","1661-6596","1422-0067",5.6,2022
"AMER CHEMICAL SOC","0013-936X","1520-5851",11.4,2022
"AMER CHEMICAL SOC","0013-936X","1520-5851",11.4,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2169-3536","2169-3536",3.9,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2169-3536","2169-3536",3.9,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2169-3536","2169-3536",3.9,2022
"AMER CHEMICAL SOC","0009-2665","1520-6890",62.1,2022
"AIP Publishing","0021-9606","1089-7690",4.4,2022
"AIP Publishing","0021-9606","1089-7690",4.4,2022
"AMER CHEMICAL SOC","1936-0851","1936-086X",17.1,2022
"AMER CHEMICAL SOC","1936-0851","1936-086X",17.1,2022
"AMER CHEMICAL SOC","1936-0851","1936-086X",17.1,2022
"AMER CHEMICAL SOC","1936-0851","1936-086X",17.1,2022
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",19,2022
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",19,2022
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",19,2022
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",19,2022
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",19,2022
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",19,2022
"AMER PHYSICAL SOC","2470-0010","2470-0029",5,2022
"AMER PHYSICAL SOC","2470-0010","2470-0029",5,2022
"ROYAL SOC CHEMISTRY","2050-7488","2050-7496",11.9,2022
"ROYAL SOC CHEMISTRY","2050-7488","2050-7496",11.9,2022
"ROYAL SOC CHEMISTRY","2050-7488","2050-7496",11.9,2022
"OXFORD UNIV PRESS","0035-8711","1365-2966",4.8,2022
"AMER MEDICAL ASSOC","0098-7484","1538-3598",120.7,2022
"ELSEVIER","0304-3894","1873-3336",13.6,2022
"ELSEVIER","0304-3894","1873-3336",13.6,2022
"ELSEVIER SCI LTD","0950-0618","1879-0526",7.4,2022
"ELSEVIER SCI LTD","0950-0618","1879-0526",7.4,2022
"ELSEVIER SCI LTD","0950-0618","1879-0526",7.4,2022
"ROYAL SOC CHEMISTRY","N/A","2046-2069",3.9,2022
"ELSEVIER SCI LTD","0308-8146","1873-7072",8.8,2022
"ELSEVIER SCI LTD","0308-8146","1873-7072",8.8,2022
"ELSEVIER SCI LTD","0308-8146","1873-7072",8.8,2022
"AIP Publishing","0003-6951","1077-3118",4,2022
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",6.2,2022
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",6.2,2022
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",6.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0045-6535","1879-1298",8.8,2022
"ROYAL SOC CHEMISTRY","1359-7345","1364-548X",4.9,2022
"MDPI","N/A","2071-1050",3.9,2022
"MDPI","N/A","2071-1050",3.9,2022
"MDPI","N/A","2071-1050",3.9,2022
"MDPI","N/A","2071-1050",3.9,2022
"LIPPINCOTT WILLIAMS & WILKINS","0009-7322","1524-4539",37.8,2022
"LIPPINCOTT WILLIAMS & WILKINS","0009-7322","1524-4539",37.8,2022
"ELSEVIER SCI LTD","0960-8524","1873-2976",11.4,2022
"ELSEVIER SCI LTD","0960-8524","1873-2976",11.4,2022
"ELSEVIER SCI LTD","0960-8524","1873-2976",11.4,2022
"LIPPINCOTT WILLIAMS & WILKINS","0732-183X","1527-7755",45.4,2022
"AMER SOC HEMATOLOGY","0006-4971","1528-0020",20.3,2022
"ROYAL SOC CHEMISTRY","0306-0012","1460-4744",46.2,2022
"OXFORD UNIV PRESS","1367-4803","1367-4811",5.8,2022
"OXFORD UNIV PRESS","1367-4803","1367-4811",5.8,2022
"OXFORD UNIV PRESS","1367-4803","1367-4811",5.8,2022
"ELSEVIER","0169-4332","1873-5584",6.7,2022
"ELSEVIER","0169-4332","1873-5584",6.7,2022
"ELSEVIER","0169-4332","1873-5584",6.7,2022
"ELSEVIER","0169-4332","1873-5584",6.7,2022
"BMJ PUBLISHING GROUP","0959-535X","1756-1833",107.7,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1364-0321","1879-0690",15.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1364-0321","1879-0690",15.9,2022
"AMER CHEMICAL SOC","1530-6984","1530-6992",10.8,2022
"AMER CHEMICAL SOC","1530-6984","1530-6992",10.8,2022
"AMER CHEMICAL SOC","1530-6984","1530-6992",10.8,2022
"AMER CHEMICAL SOC","1530-6984","1530-6992",10.8,2022
"AMER CHEMICAL SOC","1530-6984","1530-6992",10.8,2022
"AMER CHEMICAL SOC","1530-6984","1530-6992",10.8,2022
"FRONTIERS MEDIA SA","1664-3224","1664-3224",7.3,2022
"SOC NEUROSCIENCE","0270-6474","1529-2401",5.3,2022
"MDPI","N/A","1420-3049",4.6,2022
"MDPI","N/A","1420-3049",4.6,2022
"AMER CHEMICAL SOC","0003-2700","1520-6882",7.4,2022
"MDPI","N/A","1424-8220",3.9,2022
"MDPI","N/A","1424-8220",3.9,2022
"MDPI","N/A","1424-8220",3.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",7.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",7.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",7.2,2022
"ELSEVIER","0926-3373","1873-3883",22.1,2022
"ELSEVIER","0926-3373","1873-3883",22.1,2022
"ELSEVIER","0926-3373","1873-3883",22.1,2022
"AIP Publishing","0021-8979","1089-7550",3.2,2022
"AMER CHEMICAL SOC","1932-7447","1932-7455",3.7,2022
"AMER CHEMICAL SOC","1932-7447","1932-7455",3.7,2022
"AMER CHEMICAL SOC","1932-7447","1932-7455",3.7,2022
"ELSEVIER SCI LTD","0306-2619","1872-9118",11.2,2022
"ELSEVIER SCI LTD","0306-2619","1872-9118",11.2,2022
"EDP SCIENCES S A","0004-6361","1432-0746",6.5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-5442","1873-6785",8.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-5442","1873-6785",8.9,2022
"AMER CHEMICAL SOC","0021-8561","1520-5118",6.1,2022
"AMER CHEMICAL SOC","0021-8561","1520-5118",6.1,2022
"AMER CHEMICAL SOC","0021-8561","1520-5118",6.1,2022
"ELSEVIER","0378-7753","1873-2755",9.2,2022
"ELSEVIER","0378-7753","1873-2755",9.2,2022
"ELSEVIER","0378-7753","1873-2755",9.2,2022
"ELSEVIER","0378-7753","1873-2755",9.2,2022
"SPRINGER HEIDELBERG","0944-1344","1614-7499",5.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",12.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",12.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",12.8,2022
"AMER ASSOC CANCER RESEARCH","0008-5472","1538-7445",11.2,2022
"Optica Publishing Group","1094-4087","N/A",3.8,2022
"FRONTIERS MEDIA SA","N/A","1664-302X",5.2,2022
"NATURE PORTFOLIO","1078-8956","1546-170X",82.9,2022
"NATURE PORTFOLIO","1078-8956","1546-170X",82.9,2022
"NATURE PORTFOLIO","1078-8956","1546-170X",82.9,2022
"AMER GEOPHYSICAL UNION","0094-8276","1944-8007",5.2,2022
"AMER PHYSICAL SOC","2469-9926","2469-9934",2.9,2022
"AMER PHYSICAL SOC","2469-9926","2469-9934",2.9,2022
"ELSEVIER","0141-8130","1879-0003",8.2,2022
"ELSEVIER","0141-8130","1879-0003",8.2,2022
"ELSEVIER","0141-8130","1879-0003",8.2,2022
"ELSEVIER SCI LTD","0016-2361","1873-7153",7.4,2022
"ELSEVIER SCI LTD","0016-2361","1873-7153",7.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0013-4686","1873-3859",6.6,2022
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",6.7,2022
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",6.7,2022
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",6.7,2022
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",6.7,2022
"AMER SOC CLINICAL INVESTIGATION INC","0021-9738","1558-8238",15.9,2022
"ELSEVIER SCI LTD","0144-8617","1879-1344",11.2,2022
"ELSEVIER SCI LTD","0144-8617","1879-1344",11.2,2022
"ELSEVIER SCI LTD","0144-8617","1879-1344",11.2,2022
"ELSEVIER SCI LTD","0269-7491","1873-6424",8.9,2022
"AMER ASSOC ADVANCEMENT SCIENCE","2375-2548","2375-2548",13.6,2022
"AMER ASSOC IMMUNOLOGISTS","0022-1767","1550-6606",4.4,2022
"ELSEVIER SCIENCE INC","0735-1097","1558-3597",24.4,2022
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",6.4,2022
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",6.4,2022
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",6.4,2022
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",27.8,2022
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",27.8,2022
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",27.8,2022
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",27.8,2022
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",27.8,2022
"ROYAL SOC CHEMISTRY","1463-9076","1463-9084",3.3,2022
"ROYAL SOC CHEMISTRY","1463-9076","1463-9084",3.3,2022
"ELSEVIER SCIENCE SA","N/A","0925-4005",8.4,2022
"ELSEVIER SCIENCE SA","N/A","0925-4005",8.4,2022
"ELSEVIER SCIENCE SA","N/A","0925-4005",8.4,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",5.7,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",5.7,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",5.7,2022
"AMER CHEMICAL SOC","2155-5435","2155-5435",12.9,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9797","1095-7103",9.9,2022
"ELSEVIER SCI LTD","0142-9612","1878-5905",14,2022
"ELSEVIER SCI LTD","0142-9612","1878-5905",14,2022
"MDPI","N/A","2072-6643",5.9,2022
"AMER CHEMICAL SOC","0897-4756","1520-5002",8.6,2022
"AMER CHEMICAL SOC","0897-4756","1520-5002",8.6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6454","1873-2453",9.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6454","1873-2453",9.4,2022
"FRONTIERS MEDIA SA","1664-462X","1664-462X",5.6,2022
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.9,2022
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.9,2022
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.9,2022
"SPRINGER","1029-8479","1029-8479",5.4,2022
"MDPI","N/A","2072-4292",5,2022
"MDPI","N/A","2072-4292",5,2022
"MDPI","N/A","2072-4292",5,2022
"MDPI","N/A","2072-4292",5,2022
"NATURE PORTFOLIO","1476-1122","1476-4660",41.2,2022
"NATURE PORTFOLIO","1476-1122","1476-4660",41.2,2022
"NATURE PORTFOLIO","1476-1122","1476-4660",41.2,2022
"NATURE PORTFOLIO","1476-1122","1476-4660",41.2,2022
"NATURE PORTFOLIO","1061-4036","1546-1718",30.8,2022
"NATURE PORTFOLIO","1548-7091","1548-7105",48,2022
"ELSEVIER SCI LTD","0272-8842","1873-3956",5.2,2022
"CELL PRESS","0896-6273","1097-4199",16.2,2022
"FRONTIERS MEDIA SA","1664-1078","1664-1078",3.8,2022
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",32.5,2022
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",32.5,2022
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",32.5,2022
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",32.5,2022
"ELSEVIER","2211-2855","2211-3282",17.6,2022
"ELSEVIER","2211-2855","2211-3282",17.6,2022
"ELSEVIER","2211-2855","2211-3282",17.6,2022
"ELSEVIER","2211-2855","2211-3282",17.6,2022
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.3,2022
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.3,2022
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.3,2022
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.3,2022
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.3,2022
"WILEY-V C H VERLAG GMBH","1613-6810","1613-6829",13.3,2022
"AMER SOC MICROBIOLOGY","0099-2240","1098-5336",4.4,2022
"AMER SOC MICROBIOLOGY","0099-2240","1098-5336",4.4,2022
"LIPPINCOTT WILLIAMS & WILKINS","0028-3878","1526-632X",10.1,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0960-1481","1879-0682",8.7,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0960-1481","1879-0682",8.7,2022
"AMER ASSOC CANCER RESEARCH","1078-0432","1557-3265",11.5,2022
"MDPI","N/A","1996-1944",3.4,2022
"MDPI","N/A","1996-1944",3.4,2022
"MDPI","N/A","1996-1944",3.4,2022
"MDPI","N/A","1996-1944",3.4,2022
"MDPI","N/A","1996-1944",3.4,2022
"OXFORD UNIV PRESS INC","0032-0889","1532-2548",7.4,2022
"AMER PHYSICAL SOC","2470-0045","2470-0053",2.4,2022
"AMER PHYSICAL SOC","2470-0045","2470-0053",2.4,2022
"MDPI","N/A","1996-1073",3.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227",10.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227",10.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227",10.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891",10.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891",10.9,2022
"AMER CHEMICAL SOC","0020-1669","1520-510X",4.6,2022
"AMER CHEMICAL SOC","1523-7060","1523-7052",5.2,2022
"AMER CHEMICAL SOC","0024-9297","1520-5835",5.5,2022
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0301-4797","1095-8630",8.7,2022
"WILEY-V C H VERLAG GMBH","0947-6539","1521-3765",4.3,2022
"MDPI","N/A","2076-3417",2.7,2022
"MDPI","N/A","2076-3417",2.7,2022
"MDPI","N/A","2076-3417",2.7,2022
"MDPI","N/A","2076-3417",2.7,2022
"AMER CHEMICAL SOC","1520-6106","1520-5207",3.3,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0006-291X","1090-2104",3.1,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0006-291X","1090-2104",3.1,2022
"W B SAUNDERS CO-ELSEVIER INC","0016-5085","1528-0012",29.4,2022
"AMER CHEMICAL SOC","0888-5885","1520-5045",4.2,2022
"eLIFE SCIENCES PUBL LTD","2050-084X","2050-084X",7.7,2022
"OXFORD UNIV PRESS INC","1058-4838","1537-6591",11.8,2022
"OXFORD UNIV PRESS INC","1058-4838","1537-6591",11.8,2022
"OXFORD UNIV PRESS INC","1058-4838","1537-6591",11.8,2022
"ELSEVIER","0376-7388","1873-3123",9.5,2022
"ELSEVIER","0376-7388","1873-3123",9.5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",5.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",5.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0017-9310","1879-2189",5.2,2022
"CELL PRESS","2211-1247","2211-1247",8.8,2022
"AMER SOC MICROBIOLOGY","0022-538X","1098-5514",5.4,2022
"AMER CHEMICAL SOC","2168-0485","2168-0485",8.4,2022
"AMER CHEMICAL SOC","2168-0485","2168-0485",8.4,2022
"AMER CHEMICAL SOC","2168-0485","2168-0485",8.4,2022
"ELECTROCHEMICAL SOC INC","0013-4651","1945-7111",3.9,2022
"ELECTROCHEMICAL SOC INC","0013-4651","1945-7111",3.9,2022
"AMER CHEMICAL SOC","0022-3263","1520-6904",3.6,2022
"NATURE PORTFOLIO","1087-0156","1546-1696",46.9,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",7.7,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",7.7,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0046","1557-9948",7.7,2022
"AMER PSYCHOLOGICAL ASSOC","0022-3514","1939-1315",7.6,2022
"AMER ACAD PEDIATRICS","0031-4005","1098-4275",8,2022
"AMER CHEMICAL SOC","0022-2623","1520-4804",7.3,2022
"ENDOCRINE SOC","0021-972X","1945-7197",5.8,2022
"ELSEVIER SCIENCE INC","0034-4257","1879-0704",13.5,2022
"ELSEVIER SCIENCE INC","0034-4257","1879-0704",13.5,2022
"ELSEVIER SCIENCE INC","0034-4257","1879-0704",13.5,2022
"OXFORD UNIV PRESS","0195-668X","1522-9645",39.3,2022
"ELSEVIER SCI LTD","0264-1275","1873-4197",8.4,2022
"ELSEVIER","0022-1694","1879-2707",6.4,2022
"ELSEVIER","0022-1694","1879-2707",6.4,2022
"ELSEVIER","0022-1694","1879-2707",6.4,2022
"CELL PRESS","1097-2765","1097-4164",16,2022
"CELL PRESS","1097-2765","1097-4164",16,2022
"AMER GEOPHYSICAL UNION","2169-897X","2169-8996",4.4,2022
"WILEY","0028-646X","1469-8137",9.4,2022
"WILEY","1469-493X","1361-6137",8.4,2022
"AMER DIABETES ASSOC","0149-5992","1935-5548",16.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",6.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",6.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",6.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-4311","1873-5606",6.4,2022
"CAMBRIDGE UNIV PRESS","0022-1120","1469-7645",3.7,2022
"CAMBRIDGE UNIV PRESS","0022-1120","1469-7645",3.7,2022
"IEEE COMPUTER SOC","0162-8828","1939-3539",23.6,2022
"IEEE COMPUTER SOC","0162-8828","1939-3539",23.6,2022
"MDPI","N/A","2072-6694",5.2,2022
"AMER CHEMICAL SOC","0001-4842","1520-4898",18.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",8.2,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",8.2,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",8.2,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0196-2892","1558-0644",8.2,2022
"BMJ PUBLISHING GROUP","2044-6055","2044-6055",2.9,2022
"ROYAL SOC CHEMISTRY","2041-6520","2041-6539",8.4,2022
"CELL PRESS","0960-9822","1879-0445",9.2,2022
"CELL PRESS","0960-9822","1879-0445",9.2,2022
"CELL PRESS","0960-9822","1879-0445",9.2,2022
"LIPPINCOTT WILLIAMS & WILKINS","0039-2499","1524-4628",8.4,2022
"LIPPINCOTT WILLIAMS & WILKINS","0039-2499","1524-4628",8.4,2022
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",12.6,2022
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",12.6,2022
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",12.6,2022
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",12.6,2022
"ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235",12.6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0016-7037","1872-9533",5,2022
"ROYAL SOC CHEMISTRY","1477-9226","1477-9234",4,2022
"CELL PRESS","1074-7613","1097-4180",32.4,2022
"NATURE PORTFOLIO","1748-3387","1748-3395",38.3,2022
"NATURE PORTFOLIO","1748-3387","1748-3395",38.3,2022
"ELSEVIER SCIENCE INC","1470-2045","1474-5488",51.1,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042",10.6,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1057-7149","1941-0042",10.6,2022
"Optica Publishing Group","0146-9592","1539-4794",3.6,2022
"ELSEVIER","1383-5866","1873-3794",8.6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0957-4174","1873-6793",8.5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0957-4174","1873-6793",8.5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0957-4174","1873-6793",8.5,2022
"ELSEVIER","0167-7322","1873-3166",6,2022
"ELSEVIER","0167-7322","1873-3166",6,2022
"WILEY","0270-9139","1527-3350",14,2022
"ROYAL SOC CHEMISTRY","2050-7526","2050-7534",6.4,2022
"ROYAL SOC CHEMISTRY","2050-7526","2050-7534",6.4,2022
"BMC","N/A","1471-2458",4.5,2022
"NATURE PORTFOLIO","1097-6256","1546-1726",25,2022
"SPRINGERNATURE","0950-9232","1476-5594",8,2022
"SPRINGERNATURE","0950-9232","1476-5594",8,2022
"SPRINGERNATURE","0950-9232","1476-5594",8,2022
"SPRINGERNATURE","0950-9232","1476-5594",8,2022
"AMER ECONOMIC ASSOC","0002-8282","1944-7981",10.7,2022
"ELSEVIER","0012-821X","1385-013X",5.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8993","1941-0107",6.7,2022
"FRONTIERS MEDIA SA","N/A","1663-9812",5.6,2022
"ELSEVIER SCI LTD","1359-8368","1879-1069",13.1,2022
"ELSEVIER SCI LTD","1359-8368","1879-1069",13.1,2022
"AMER THORACIC SOC","1073-449X","1535-4970",24.7,2022
"AMER THORACIC SOC","1073-449X","1535-4970",24.7,2022
"AMER SOC MICROBIOLOGY","0066-4804","1098-6596",4.9,2022
"AMER SOC MICROBIOLOGY","0066-4804","1098-6596",4.9,2022
"AMER COLL PHYSICIANS","0003-4819","1539-3704",39.2,2022
"ELSEVIER SCI LTD","0301-4215","1873-6777",9,2022
"ELSEVIER SCI LTD","0301-4215","1873-6777",9,2022
"ELSEVIER SCI LTD","0301-4215","1873-6777",9,2022
"ELSEVIER SCI LTD","0301-4215","1873-6777",9,2022
"WILEY","0008-543X","1097-0142",6.2,2022
"MDPI","N/A","2073-4360",5,2022
"COPERNICUS GESELLSCHAFT MBH","1680-7316","1680-7324",6.3,2022
