"Name","Web of Science Documents","% Docs Cited","Category Normalized Citation Impact","International Collaborations","Gold Documents","Domestic Collaborations","State or Province","Corresponding Author (2008-2024)","Times Cited without Self-Citations","H-Index without Self-Citations","Year"
"University of Arkansas Medical Sciences",1793,50.14,1.81162058003346,445,508,1027,"ARKANSAS, USA",565,4860,19,2023
"University of Arkansas Fayetteville",1992,54.02,1.3254999497992,726,549,825,"ARKANSAS, USA",850,4508,19,2023
"University of Colorado Denver",1348,48.66,1.31446639465875,453,216,714,"COLORADO, USA",321,2872,19,2023
"Grambling State University",85,90.59,6.76480470588235,78,40,6,"LOUISIANA, USA",21,827,19,2023
"University of Maryland Baltimore County",828,57,1.11712958937198,322,239,354,"MARYLAND, USA",327,2488,19,2023
"University of Nevada Reno",1697,56.92,1.20804254566883,624,404,651,"NEVADA, USA",787,3514,19,2023
"State University of New York (SUNY) Albany",1177,55.06,1.14932914188615,427,232,455,"NEW YORK, USA",566,2584,19,2023
"Kent State University",1053,53.75,1.02522981956315,360,209,428,"OHIO, USA",541,2289,19,2023
"Oklahoma State University - Stillwater",1898,55.37,1.17878335089568,707,518,781,"OKLAHOMA, USA",799,4569,19,2023
"University of Rhode Island",1106,58.68,1.24889349005425,373,257,508,"RHODE ISLAND, USA",479,3077,19,2023
"Baylor University",2032,49.8,1.57394872047244,731,392,813,"TEXAS, USA",790,4171,19,2023
"University of Texas Arlington",1625,58.89,1.24138270769231,699,413,586,"TEXAS, USA",740,3348,19,2023
"University of Wyoming",1160,60.95,1.15996060344828,509,312,465,"WYOMING, USA",482,2793,19,2023
"Rollins School Public Health",1408,63.42,1.344921875,520,494,830,"GEORGIA, USA",318,3632,19,2023
"Colorado School of Mines",993,68.18,1.02202356495468,382,195,424,"COLORADO, USA",489,2642,18,2023
"Florida Atlantic University",1164,55.07,1.36253307560137,393,298,527,"FLORIDA, USA",510,2569,18,2023
"Illinois Institute of Technology",631,58.95,1.24114564183835,281,114,243,"ILLINOIS, USA",248,2014,18,2023
"Saint John's University",439,52.62,1.37979977220957,167,115,129,"NEW YORK, USA",253,1538,18,2023
"Missouri University of Science & Technology",842,67.93,1.48785320665083,424,150,220,"MISSOURI, USA",511,2931,18,2023
"New Jersey Institute of Technology",946,64.06,1.12834619450317,468,210,312,"NEW JERSEY, USA",496,2697,18,2023
"New Mexico State University",939,56.76,1.30757060702875,386,268,356,"NEW MEXICO, USA",394,2821,18,2023
"Kent State University Kent",1010,54.16,1.01158297029703,345,205,409,"OHIO, USA",520,2209,18,2023
"Kent State University Salem",1012,54.15,1.0101476284585,345,205,410,"OHIO, USA",521,2210,18,2023
"State University of New York (SUNY) Upstate Medical Center",1124,46.44,1.64499119217082,354,296,506,"NEW YORK, USA",344,2640,18,2023
"San Diego State University",1641,55.33,0.972705971968312,516,409,846,"CALIFORNIA, USA",680,2914,17,2023
"University of Idaho",919,52.67,0.901889336235038,297,272,444,"IDAHO, USA",436,1692,17,2023
"University of Montana",701,60.63,1.32569486447932,289,181,317,"MONTANA, USA",286,1825,17,2023
"University of New Hampshire",1129,60.67,1.28572010628875,484,313,447,"NEW HAMPSHIRE, USA",426,2637,17,2023
"Stevens Institute of Technology",697,59.68,1.14986470588235,311,149,227,"NEW JERSEY, USA",357,1830,17,2023
"Rensselaer Polytechnic Institute",818,57.95,1.14655843520782,311,155,336,"NEW YORK, USA",411,1911,17,2023
"Ohio University",966,53.52,0.966740062111801,436,207,354,"OHIO, USA",439,1864,17,2023
"Lehigh University",1008,57.14,1.11113918650794,389,169,372,"PENNSYLVANIA, USA",482,2233,17,2023
"Texas A&M Health Science Center",865,60.23,1.79439572254335,276,287,483,"TEXAS, USA",245,1958,17,2023
"Brigham Young University",1641,49.24,1.05639000609385,384,390,654,"UTAH, USA",956,2546,17,2023
"Utah State University",1542,57.07,1.11033009079118,506,317,679,"UTAH, USA",726,2896,17,2023
"Old Dominion University",1027,52.78,1.09168753651412,382,182,398,"VIRGINIA, USA",478,1886,17,2023
"Children's Mercy Hospital",826,51.09,1.0537901937046,206,136,525,"MISSOURI, USA",237,1644,17,2023
"Augusta University",1726,47.62,1.16046570104287,572,498,775,"GEORGIA, USA",608,2957,17,2023
"Pennington Biomedical Research Center",348,62.36,3.69135545977011,145,107,171,"LOUISIANA, USA",114,2258,17,2023
"Michigan State University College of Human Medicine",1059,55.81,1.22354948064212,279,349,644,"MICHIGAN, USA",226,2204,17,2023
"New York University Tandon School of Engineering",666,66.22,1.38310495495496,386,147,189,"NEW YORK, USA",291,1998,17,2023
"University of New Mexico's Health Sciences Center",925,55.68,1.22419578378378,246,283,523,"NEW MEXICO, USA",136,1981,17,2023
"University of North Carolina Charlotte",1267,51.78,1.66704301499605,413,265,536,"NORTH CAROLINA, USA",652,3110,17,2023
"Catholic University of America",601,56.07,1.06665158069884,301,208,160,"DISTRICT OF COLUMBIA, USA",218,1782,16,2023
"Howard University",926,50.54,0.938953347732182,331,259,385,"DISTRICT OF COLUMBIA, USA",327,1631,16,2023
"Michigan Technological University",790,61.01,1.08198443037975,372,209,286,"MICHIGAN, USA",377,2139,16,2023
"Creighton University",1165,42.4,1.30174686695279,374,286,596,"NEBRASKA, USA",290,1811,16,2023
"Rowan University",1074,50.47,1.03531638733706,282,249,583,"NEW JERSEY, USA",441,2186,16,2023
"University of Akron",475,63.16,1.16958989473684,181,71,172,"OHIO, USA",264,1487,16,2023
"Texas State University San Marcos",1047,54.92,1.26009417382999,355,225,419,"TEXAS, USA",545,1988,16,2023
"Marquette University",813,52.52,1.67579864698647,208,162,397,"WISCONSIN, USA",384,2190,16,2023
"Massachusetts Eye & Ear Infirmary",833,49.94,1.74421740696279,272,159,467,"MASSACHUSETTS, USA",247,1873,16,2023
"Uniformed Services University of the Health Sciences - USA",1313,51.87,1.1207587966489,262,306,936,"MARYLAND, USA",442,2148,16,2023
"University of Texas School Public Health",658,67.33,1.6386623100304,235,240,391,"TEXAS, USA",130,2274,16,2023
"Colby College",217,51.61,2.98841382488479,60,61,80,"MAINE, USA",113,1175,16,2023
"University of Texas Rio Grande Valley",870,54.37,1.27285091954023,338,222,339,"TEXAS, USA",390,2298,16,2023
"UMass Chan Medical School",620,43.87,1.348505,146,128,349,"MASSACHUSETTS, USA",193,1204,16,2023
"California State University Northridge",445,50.34,1.18906674157303,158,64,176,"CALIFORNIA, USA",217,1278,16,2023
"SUNY Downstate Health Sciences University",1044,43.68,1.21858831417625,252,265,642,"NEW YORK, USA",265,2116,16,2023
"Loma Linda University",1216,45.64,0.921461759868421,345,355,609,"CALIFORNIA, USA",396,1891,15,2023
"University of the Pacific",278,52.88,2.16192194244604,109,94,99,"CALIFORNIA, USA",104,1707,15,2023
"Nova Southeastern University",889,51.41,1.06495466816648,229,367,485,"FLORIDA, USA",346,1735,15,2023
"Southern Illinois University",871,50.63,1.05188289322618,277,199,379,"ILLINOIS, USA",366,1465,15,2023
"University of Massachusetts Boston",791,51.58,1.21625284450063,267,176,347,"MASSACHUSETTS, USA",335,1425,15,2023
"Worcester Polytechnic Institute",675,57.04,1.55262088888889,258,138,229,"MASSACHUSETTS, USA",377,2129,15,2023
"Oakland University",947,50.16,1.18258806758184,280,213,478,"MICHIGAN, USA",396,1726,15,2023
"Rutgers University Newark",997,53.76,1.44088304914744,360,226,427,"NEW JERSEY, USA",473,2757,15,2023
"Hofstra University",335,47.46,2.78027223880597,94,74,163,"NEW YORK, USA",135,1640,15,2023
"State University of New York (SUNY) Binghamton",932,52.04,0.910788412017167,284,155,341,"NEW YORK, USA",523,1674,15,2023
"State University of New York (SUNY) College of Environmental Science & Forestry",342,68.42,1.8134,164,109,111,"NEW YORK, USA",134,1035,15,2023
"North Dakota State University Fargo",1097,58.16,0.896300273473108,367,320,463,"NORTH DAKOTA, USA",515,2053,15,2023
"University of Memphis",936,54.06,2.05436858974359,327,173,417,"TENNESSEE, USA",393,1626,15,2023
"University of Texas El Paso",864,55.9,1.07366458333333,337,217,320,"TEXAS, USA",395,1851,15,2023
"Northern Illinois University",673,54.09,0.905962407132244,288,208,231,"ILLINOIS, USA",275,1459,15,2023
"City College of New York (CUNY)",644,61.18,1.09771428571429,317,216,225,"NEW YORK, USA",256,1665,15,2023
"Chapman University",603,52.57,1.30815008291874,231,162,235,"CALIFORNIA, USA",270,1619,15,2023
"UT Institute of Agriculture",843,47.92,0.681397508896797,408,246,351,"TENNESSEE, USA",310,1427,15,2023
"Lafayette College",209,52.63,3.32589521531101,77,42,69,"PENNSYLVANIA, USA",99,1585,15,2023
"Colorado School of Public Health",721,61.17,1.22742246879334,159,206,542,"COLORADO, USA",115,1573,15,2023
"University of Alabama Huntsville",509,59.33,0.855977996070727,204,170,180,"ALABAMA, USA",258,1115,14,2023
"University of Alaska Fairbanks",616,65.91,1.02871737012987,302,227,260,"ALASKA, USA",207,1333,14,2023
"Florida Institute of Technology",449,62.81,0.970793763919822,228,166,136,"FLORIDA, USA",197,1082,14,2023
"Louisiana Technical University",302,66.23,1.11191092715232,202,140,62,"LOUISIANA, USA",91,965,14,2023
"University of Massachusetts Lowell",890,56.18,0.965917640449438,266,188,414,"MASSACHUSETTS, USA",460,1814,14,2023
"Montclair State University",431,51.51,1.49032482598608,145,94,168,"NEW JERSEY, USA",225,1271,14,2023
"East Carolina University",1245,45.22,1.24096248995984,317,274,642,"NORTH CAROLINA, USA",500,2519,14,2023
"North Carolina A&T State University",446,63.23,1.01001547085202,143,156,188,"NORTH CAROLINA, USA",220,972,14,2023
"University of North Carolina Greensboro",897,49.72,1.36453210702341,273,142,368,"NORTH CAROLINA, USA",424,2109,14,2023
"University of North Dakota Grand Forks",700,55.57,0.827079428571429,207,219,331,"NORTH DAKOTA, USA",316,1158,14,2023
"Villanova University",709,49.37,1.35144753173484,191,108,224,"PENNSYLVANIA, USA",408,2130,14,2023
"South Dakota State University",584,55.82,1.08931301369863,199,203,259,"SOUTH DAKOTA, USA",233,1254,14,2023
"University of South Dakota",544,56.62,1.22308198529412,190,167,260,"SOUTH DAKOTA, USA",208,1225,14,2023
"Texas Tech University Health Science Center",1065,39.15,1.50396901408451,216,297,518,"TEXAS, USA",385,1337,14,2023
"Miami University",958,48.23,0.829415553235908,302,150,397,"OHIO, USA",419,1467,14,2023
"Northeast Ohio Medical University (NEOMED)",372,52.69,1.43476612903226,88,121,254,"OHIO, USA",113,832,14,2023
"San Jose State University",615,53.66,1.00696032520325,186,124,267,"CALIFORNIA, USA",293,1147,13,2023
"University of Denver",870,52.76,1.22192850574713,229,116,382,"COLORADO, USA",420,1349,13,2023
"American University",637,48.19,1.28989105180534,217,122,193,"DISTRICT OF COLUMBIA, USA",347,1602,13,2023
"Embry-Riddle Aeronautical University",353,58.36,1.64380396600567,134,99,136,"FLORIDA, USA",187,1357,13,2023
"Kennesaw State University",687,47.31,0.955767394468705,196,130,291,"GEORGIA, USA",371,1234,13,2023
"University of Louisiana Lafayette",488,55.33,0.935371106557377,188,138,180,"LOUISIANA, USA",257,1107,13,2023
"Brandeis University",801,55.68,1.18211935081149,306,239,291,"MASSACHUSETTS, USA",328,1794,13,2023
"Central Michigan University",741,51.55,2.16748704453441,213,195,421,"MICHIGAN, USA",268,1419,13,2023
"Portland State University",822,53.16,1.29992360097324,281,148,373,"OREGON, USA",353,1437,13,2023
"Meharry Medical College",299,57.19,1.86892909698997,88,99,183,"TENNESSEE, USA",86,814,13,2023
"Tennessee Technological University",258,55.81,1.05963643410853,96,55,95,"TENNESSEE, USA",136,632,13,2023
"William & Mary",479,50.73,0.858110229645094,165,90,182,"VIRGINIA, USA",188,743,13,2023
"Stony Brook University Hospital",767,51.5,1.07165071707953,141,209,460,"NEW YORK, USA",217,1470,13,2023
"Utah Valley University",166,46.39,1.8023265060241,49,45,73,"UTAH, USA",68,901,13,2023
"Florida Polytechnical University",116,64.66,1.3998275862069,66,36,28,"FLORIDA, USA",54,514,13,2023
"Louisiana State University Health Sciences Center at Shreveport",754,40.58,1.24424522546419,203,252,309,"LOUISIANA, USA",302,1285,13,2023
"Arizona State University-Downtown Phoenix",831,52.95,1.18736762936221,267,157,439,"ARIZONA, USA",340,1527,13,2023
"California State University Sacramento",583,59.35,1.21646260720412,241,196,242,"CALIFORNIA, USA",185,1315,13,2023
"Louisiana State University Health Sciences Center New Orleans",786,42.88,0.933484351145038,148,228,427,"LOUISIANA, USA",228,1209,13,2023
"Boise State University",688,56.69,1.01879069767442,212,159,328,"IDAHO, USA",351,1224,12,2023
"University of New Orleans",233,56.65,1.15400901287554,101,50,89,"LOUISIANA, USA",110,656,12,2023
"Morgan State University",331,51.96,0.966825075528701,132,111,138,"MARYLAND, USA",135,664,12,2023
"University of Minnesota Duluth",425,52.24,1.03112117647059,179,95,182,"MINNESOTA, USA",170,970,12,2023
"New Mexico Institute of Mining Technology",199,70.35,2.46082261306533,85,73,85,"NEW MEXICO, USA",99,1561,12,2023
"Albany Medical College",696,41.81,1.07056091954023,148,149,348,"NEW YORK, USA",223,1261,12,2023
"Bowling Green State University",496,53.63,1.26138568548387,139,66,213,"OHIO, USA",264,907,12,2023
"University of Washington Bothell",138,63.77,4.2801731884058,49,43,68,"WASHINGTON, USA",64,1809,12,2023
"Spaulding Rehabilitation Hospital",293,54.95,1.82444641638225,130,72,145,"MASSACHUSETTS, USA",67,682,12,2023
"University of Puerto Rico Mayaguez",336,58.93,1.61701755952381,160,152,110,"PUERTO RICO, USA",115,1572,12,2023
"University of Maryland Center for Environmental Science",233,60.09,1.5187669527897,116,89,97,"MARYLAND, USA",71,916,12,2023
"University of Puerto Rico Medical Sciences Campus",468,43.38,1.01287371794872,120,151,258,"PUERTO RICO, USA",188,884,12,2023
"Wake Forest University School of Medicine",130,60.77,1.77411846153846,42,35,66,"NORTH CAROLINA, USA",19,522,12,2023
"Florida A&M University",451,58.76,0.879735698447894,152,130,219,"FLORIDA, USA",218,982,12,2023
"Morehouse School of Medicine",365,47.95,1.28715589041096,94,122,242,"GEORGIA, USA",63,766,12,2023
"University of Toledo Health Science Campus",500,49.6,0.7269014,119,160,263,"OHIO, USA",9,899,12,2023
"University of South Alabama",669,45.14,1.16514409566517,156,160,324,"ALABAMA, USA",251,958,11,2023
"California Polytechnic State University San Luis Obispo",499,57.72,0.888870541082164,206,151,201,"CALIFORNIA, USA",209,847,11,2023
"California State University Fullerton",542,47.79,1.17843302583026,187,101,197,"CALIFORNIA, USA",272,1351,11,2023
"California State University Long Beach",563,47.42,0.839768738898757,159,104,229,"CALIFORNIA, USA",271,848,11,2023
"California State University Los Angeles",354,48.31,2.35500197740113,110,72,155,"CALIFORNIA, USA",170,1274,11,2023
"University New Haven",163,61.35,1.22627975460123,70,46,55,"CONNECTICUT, USA",90,457,11,2023
"Wesleyan University",276,48.55,3.02458731884058,91,54,88,"CONNECTICUT, USA",133,945,11,2023
"University of North Florida",423,53.43,1.03200803782506,165,94,161,"FLORIDA, USA",186,870,11,2023
"Rosalind Franklin University of Medicine & Science",419,43.68,0.815317183770883,93,93,288,"ILLINOIS, USA",94,680,11,2023
"Saint Xavier University",56,75,2.4855375,44,9,4,"ILLINOIS, USA",25,319,11,2023
"Ball State University",422,52.61,2.04216066350711,142,86,170,"INDIANA, USA",212,710,11,2023
"Western Michigan University",633,50.39,1.30670142180095,219,138,240,"MICHIGAN, USA",302,946,11,2023
"University of Southern Mississippi",518,56.37,0.790745366795367,139,100,276,"MISSISSIPPI, USA",238,791,11,2023
"University of Missouri Saint Louis",341,51.91,0.987506451612903,120,59,133,"MISSOURI, USA",163,622,11,2023
"Clarkson University",358,65.08,0.97549217877095,175,92,94,"NEW YORK, USA",179,803,11,2023
"Fordham University",658,40.12,0.950877963525836,164,96,239,"NEW YORK, USA",366,755,11,2023
"Cleveland State University",417,56.59,1.21996618705036,140,100,199,"OHIO, USA",207,925,11,2023
"Wright State University Dayton",586,46.59,1.38459146757679,180,168,295,"OHIO, USA",222,1526,11,2023
"South Dakota School Mines & Technology",181,70.17,1.40592983425414,97,49,54,"SOUTH DAKOTA, USA",71,837,11,2023
"East Tennessee State University",533,42.96,0.927310881801126,123,141,275,"TENNESSEE, USA",204,739,11,2023
"Lamar University",189,54.5,1.21325026455026,99,47,34,"TEXAS, USA",83,559,11,2023
"Texas Christian University",511,49.71,0.935525636007828,107,112,259,"TEXAS, USA",245,798,11,2023
"Eastern Virginia Medical School",593,42.33,1.21581214165261,132,128,334,"VIRGINIA, USA",158,1030,11,2023
"SUNY Delhi",225,67.56,1.14861688888889,104,68,88,"NEW YORK, USA",105,749,11,2023
"SUNY Community College",185,56.22,1.00430162162162,74,41,73,"NEW YORK, USA",69,425,11,2023
"Franklin & Marshall College",133,36.84,2.81168721804511,37,26,34,"PENNSYLVANIA, USA",74,1233,11,2023
"Hunter College (CUNY)",583,45.45,0.873608747855918,144,104,321,"NEW YORK, USA",255,1013,11,2023
"University of North Carolina Wilmington",459,53.16,0.910190196078431,135,112,215,"NORTH CAROLINA, USA",188,801,11,2023
"California State University East Bay",208,68.75,1.22791875,140,105,42,"CALIFORNIA, USA",43,629,10,2023
"San Francisco State University",509,49.9,0.92693536345776,176,101,190,"CALIFORNIA, USA",242,799,10,2023
"University of Colorado at Colorado Springs",439,46.92,0.829466970387244,138,54,180,"COLORADO, USA",205,549,10,2023
"Clark Atlanta University",92,57.61,1.48601195652174,46,39,23,"GEORGIA, USA",22,343,10,2023
"Georgia Southern University",566,48.94,0.82866925795053,206,127,217,"GEORGIA, USA",305,838,10,2023
"Idaho State University",352,54.26,0.939573295454545,124,95,147,"IDAHO, USA",151,631,10,2023
"Pittsburg State University",84,58.33,0.839858333333333,47,13,19,"KANSAS, USA",46,298,10,2023
"Southern University & A&M College",116,65.52,2.67721120689655,68,54,36,"LOUISIANA, USA",25,852,10,2023
"Columbia University Teachers College",422,51.42,1.20361161137441,118,80,205,"NEW YORK, USA",176,606,10,2023
"Oberlin College",156,42.31,4.75283974358974,40,33,39,"OHIO, USA",99,1204,10,2023
"University of Dayton",469,46.91,0.81386012793177,125,76,215,"OHIO, USA",249,699,10,2023
"Duquesne University",354,46.61,1.23796779661017,84,74,168,"PENNSYLVANIA, USA",179,631,10,2023
"College of Charleston",302,43.71,2.70319735099338,102,56,114,"SOUTH CAROLINA, USA",157,1167,10,2023
"Fisk University",44,70.45,2.40645,16,14,21,"TENNESSEE, USA",12,204,10,2023
"Tennessee State University",218,57.8,1.11908486238532,70,78,97,"TENNESSEE, USA",105,485,10,2023
"Marshall University",429,38.93,1.23226666666667,117,140,187,"WEST VIRGINIA, USA",162,1273,10,2023
"University Massachusetts Dartmouth",321,57.63,1.19635887850467,134,58,114,"MASSACHUSETTS, USA",155,715,10,2023
"Midwestern University",479,42.8,1.55468350730689,100,155,337,"ILLINOIS, USA",144,568,10,2023
"Cooper Medical School of Rowan University",346,51.45,0.920850289017341,80,109,231,"NEW JERSEY, USA",99,599,10,2023
"New York Medical College",854,51.76,1.24301042154567,226,213,504,"NEW YORK, USA",274,1636,10,2023
"University of Nebraska Omaha",316,50.32,1.01151867088608,101,62,156,"NEBRASKA, USA",133,487,10,2023
"University of Arkansas Little Rock",242,38.84,0.855322727272727,72,55,116,"ARKANSAS, USA",75,294,9,2023
"California State Polytechnic University Pomona",316,49.05,0.914568037974684,101,70,137,"CALIFORNIA, USA",139,548,9,2023
"Santa Clara University",415,45.3,0.952314939759036,128,74,151,"CALIFORNIA, USA",231,613,9,2023
"University of San Francisco",342,50,0.960716374269006,131,70,140,"CALIFORNIA, USA",130,519,9,2023
"Western University of Health Sciences",382,44.5,0.744723560209424,102,143,201,"CALIFORNIA, USA",147,545,9,2023
"Widener University",115,53.91,3.06251826086956,33,27,52,"PENNSYLVANIA, USA",53,1161,9,2023
"Mercer University",415,48.43,1.94729469879518,105,120,219,"GEORGIA, USA",165,1322,9,2023
"DePaul University",481,38.88,0.8947079002079,138,65,191,"ILLINOIS, USA",249,609,9,2023
"Southern Illinois University Edwardsville",278,42.45,0.73521690647482,74,57,108,"ILLINOIS, USA",139,353,9,2023
"Clark University",283,51.94,1.97173144876325,112,50,75,"MASSACHUSETTS, USA",134,445,9,2023
"Smith College",248,42.34,0.921795967741936,68,42,85,"MASSACHUSETTS, USA",142,421,9,2023
"Grand Valley State University",291,41.24,0.904581443298969,66,51,133,"MICHIGAN, USA",146,394,9,2023
"College of Staten Island (CUNY)",163,46.63,1.17111472392638,56,34,55,"NEW YORK, USA",93,323,9,2023
"Lehman College (CUNY)",188,55.32,1.63018457446809,73,43,75,"NEW YORK, USA",83,597,9,2023
"Pace University",199,42.71,1.11883065326633,61,34,85,"NEW YORK, USA",102,322,9,2023
"State University of New York (SUNY) - Oswego",128,51.56,2.77347734375,52,30,52,"NEW YORK, USA",47,1155,9,2023
"North Carolina Central University",157,44.59,1.0254847133758,65,36,64,"NORTH CAROLINA, USA",80,380,9,2023
"University of Tennessee at Chattanooga",288,50.35,0.988623958333333,99,77,119,"TENNESSEE, USA",162,425,9,2023
"Texas A&M University Kingsville",257,51.75,0.753568482490272,117,118,96,"TEXAS, USA",109,387,9,2023
"University of Texas at Tyler",282,57.45,1.10402446808511,68,77,135,"TEXAS, USA",136,429,9,2023
"James Madison University",420,41.19,0.925033095238095,92,58,189,"VIRGINIA, USA",204,486,9,2023
"University of Richmond",231,40.26,1.01150822510823,69,33,80,"VIRGINIA, USA",138,290,9,2023
"University of Washington Tacoma",175,50.29,0.853830857142857,57,27,76,"WASHINGTON, USA",78,330,9,2023
"Western Washington University",377,44.3,0.93128275862069,107,89,140,"WASHINGTON, USA",199,545,9,2023
"Christ Hospital - Ohio",128,52.34,3.8520421875,45,14,65,"OHIO, USA",20,422,9,2023
"Amherst College",222,45.5,0.926322522522523,58,48,86,"MASSACHUSETTS, USA",101,428,9,2023
"New York Institute Technology",346,52.31,0.831260693641618,110,151,189,"NEW YORK, USA",139,507,9,2023
"City University of New York (CUNY) Graduate School",156,47.44,1.35973782051282,43,40,78,"NEW YORK, USA",78,559,9,2023
"Hillsdale College",56,35.71,4.98778928571429,16,16,10,"MICHIGAN, USA",29,1034,9,2023
"Pomona College",178,48.31,1.4004691011236,48,37,73,"CALIFORNIA, USA",79,443,9,2023
"Haverford College",157,50.96,2.11899426751592,59,24,49,"PENNSYLVANIA, USA",78,1071,9,2023
"Kean University",177,53.11,0.985427118644068,62,48,59,"NEW JERSEY, USA",94,322,9,2023
"SUNY Polytechnic Institute",128,64.84,1.00266953125,51,30,57,"NEW YORK, USA",55,265,9,2023
"A.T. Still University of Health Sciences",213,42.72,2.33496572769953,62,55,110,"MISSOURI, USA",65,787,9,2023
"Chicago Medical School",249,41.37,0.860986746987952,51,61,184,"ILLINOIS, USA",56,382,9,2023
"Brooklyn College (CUNY)",256,43.75,1.1443578125,81,54,115,"NEW YORK, USA",132,358,9,2023
"California State University Fresno",358,49.16,0.929885754189944,174,127,92,"CALIFORNIA, USA",141,570,9,2023
"California State University San Bernardino",288,40.28,0.782249305555556,81,67,133,"CALIFORNIA, USA",110,407,8,2023
"Occidental College",120,45.83,1.11342,33,26,49,"CALIFORNIA, USA",61,227,8,2023
"Pepperdine University",179,52.51,2.34616648044693,61,34,71,"CALIFORNIA, USA",94,384,8,2023
"University of San Diego",261,41,2.41864904214559,50,49,116,"CALIFORNIA, USA",130,391,8,2023
"University Hawaii Hilo",156,64.74,1.47179807692308,68,57,68,"HAWAII, USA",59,364,8,2023
"Illinois State University",495,43.03,0.726846868686869,110,61,216,"ILLINOIS, USA",300,454,8,2023
"Williams College",207,45.89,1.17706714975845,73,56,77,"MASSACHUSETTS, USA",104,552,8,2023
"University of Michigan Dearborn",159,66.04,0.935849685534591,67,41,56,"MICHIGAN, USA",97,399,8,2023
"Jackson State University",203,64.53,1.53931773399015,87,71,83,"MISSISSIPPI, USA",96,718,8,2023
"Missouri State University",315,48.57,0.912915555555556,91,60,126,"MISSOURI, USA",168,478,8,2023
"Rutgers University Camden",245,48.98,1.22661714285714,69,36,100,"NEW JERSEY, USA",114,417,8,2023
"Adelphi University",227,44.05,0.925911013215859,78,40,101,"NEW YORK, USA",91,317,8,2023
"The New School",294,27.21,0.721188775510204,77,29,59,"NEW YORK, USA",185,258,8,2023
"Appalachian State University",466,46.57,0.791685836909871,113,84,227,"NORTH CAROLINA, USA",217,619,8,2023
"University of Tulsa",288,52.78,1.01196666666667,110,42,87,"OKLAHOMA, USA",144,481,8,2023
"Abilene Christian University",73,63.01,5.0063095890411,42,11,16,"TEXAS, USA",28,291,8,2023
"Texas A&M International University",144,52.78,0.838828472222222,38,35,58,"TEXAS, USA",79,207,8,2023
"Carolinas Medical Center",223,50.67,2.07536816143498,51,37,129,"NORTH CAROLINA, USA",69,642,8,2023
"John H Stroger Junior Hospital Cook County",356,30.62,0.801647752808989,114,82,183,"ILLINOIS, USA",52,465,8,2023
"University of Puerto Rico Rio Piedras",171,59.06,1.02200701754386,68,72,65,"PUERTO RICO, USA",69,477,8,2023
"SUNY Maritime College",249,53.01,1.12378473895582,102,64,100,"NEW YORK, USA",109,500,8,2023
"SUNY New Paltz",163,56.44,1.18486503067485,91,13,33,"NEW YORK, USA",51,318,8,2023
"University of Illinois Peoria",252,45.63,1.1213380952381,82,72,130,"ILLINOIS, USA",54,429,8,2023
"Wellesley College",268,38.43,1.03630149253731,74,54,90,"MASSACHUSETTS, USA",141,432,8,2023
"Vanderbilt University Peabody College",306,59.8,1.17644803921569,64,44,187,"TENNESSEE, USA",70,420,8,2023
"Moss Landing Marine Laboratories",54,66.67,1.49772222222222,26,18,27,"CALIFORNIA, USA",8,209,8,2023
"Swarthmore College",200,43,0.9640085,64,30,70,"PENNSYLVANIA, USA",105,338,8,2023
"University of California San Francisco at Fresno",216,35.65,0.829729166666667,75,55,108,"CALIFORNIA, USA",47,281,8,2023
"University of North Carolina at Pembroke",69,53.62,2.53899275362319,33,12,23,"NORTH CAROLINA, USA",20,358,8,2023
"Carleton College",139,43.17,2.05952374100719,42,45,41,"MINNESOTA, USA",62,783,8,2023
"Florida Gulf Coast University",218,54.13,0.993100917431193,88,56,85,"FLORIDA, USA",97,403,8,2023
"Queens College NY (CUNY)",195,43.59,0.850473333333333,49,31,85,"NEW YORK, USA",106,422,8,2023
"University of Alaska Anchorage",245,54.29,0.883594693877551,84,67,111,"ALASKA, USA",96,353,8,2023
"California State University Bakersfield",106,44.34,0.754447169811321,27,22,52,"CALIFORNIA, USA",58,144,7,2023
"California State University Dominguez Hills",114,53.51,1.08791578947368,31,19,60,"CALIFORNIA, USA",49,226,7,2023
"California State University Monterey Bay",86,48.84,1.02173139534884,19,18,51,"CALIFORNIA, USA",29,179,7,2023
"California State University San Marcos",189,43.92,1.18313862433862,50,27,84,"CALIFORNIA, USA",95,321,7,2023
"Claremont Graduate School",349,40.11,0.910463896848138,90,56,125,"CALIFORNIA, USA",215,380,7,2023
"Loyola Marymount University",213,42.72,0.840868075117371,50,36,82,"CALIFORNIA, USA",119,214,7,2023
"Southern Connecticut State University",152,55.92,1.06553684210526,61,30,53,"CONNECTICUT, USA",66,257,7,2023
"Hawaii Pacific University",71,59.15,1.38525915492958,28,14,32,"HAWAII, USA",35,165,7,2023
"Chicago State University",122,61.48,0.890176229508197,86,56,23,"ILLINOIS, USA",20,233,7,2023
"Wichita State University",284,47.54,0.631719718309859,82,43,125,"KANSAS, USA",164,469,7,2023
"Western Kentucky University",250,44.4,0.88179,67,47,111,"KENTUCKY, USA",128,268,7,2023
"Louisiana State University Shreveport",142,33.8,0.751646478873239,51,27,77,"LOUISIANA, USA",38,190,7,2023
"Andrews University",33,48.48,6.54029090909091,13,13,11,"MICHIGAN, USA",14,648,7,2023
"Minnesota State University Mankato",143,37.06,0.553013986013986,42,29,54,"MINNESOTA, USA",65,217,7,2023
